,artist_name,artist_pop,artist_genres,track_name,track_id,track_uri,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
10,Twenty One Pilots,81,"['modern rock', 'rock']",Car Radio,5cbpoIu3YjoOwbBDGUEp3P,5cbpoIu3YjoOwbBDGUEp3P,72,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,audio_features,5cbpoIu3YjoOwbBDGUEp3P,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/tracks/5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P,267720,4,2016
11,Tor Miller,34,['nyc pop'],Carter & Cash,5oaCVkgayiB57R4HYarJ7c,5oaCVkgayiB57R4HYarJ7c,0,0.648,0.683,0,-7.28,0,0.028,0.0361,0.000104,0.241,0.683,113.004,audio_features,5oaCVkgayiB57R4HYarJ7c,spotify:track:5oaCVkgayiB57R4HYarJ7c,https://api.spotify.com/v1/tracks/5oaCVkgayiB57R4HYarJ7c,https://api.spotify.com/v1/audio-analysis/5oaCVkgayiB57R4HYarJ7c,235187,4,2016
12,Alesso,77,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",All This Love,38S8QaVo3RlmLU7cgfNT7B,38S8QaVo3RlmLU7cgfNT7B,0,0.671,0.773,0,-4.963,0,0.0326,0.153,6.86e-05,0.447,0.465,127.971,audio_features,38S8QaVo3RlmLU7cgfNT7B,spotify:track:38S8QaVo3RlmLU7cgfNT7B,https://api.spotify.com/v1/tracks/38S8QaVo3RlmLU7cgfNT7B,https://api.spotify.com/v1/audio-analysis/38S8QaVo3RlmLU7cgfNT7B,251399,4,2016
13,Bon Iver,76,"['eau claire indie', 'indie folk', 'melancholia']",Holocene,05lBuZWQ2OhQuzoCSIkvUF,05lBuZWQ2OhQuzoCSIkvUF,1,0.379,0.306,1,-14.446,1,0.0305,0.942,0.323,0.123,0.157,147.902,audio_features,05lBuZWQ2OhQuzoCSIkvUF,spotify:track:05lBuZWQ2OhQuzoCSIkvUF,https://api.spotify.com/v1/tracks/05lBuZWQ2OhQuzoCSIkvUF,https://api.spotify.com/v1/audio-analysis/05lBuZWQ2OhQuzoCSIkvUF,336613,4,2016
14,Astrid S,69,"['dance pop', 'norwegian pop', 'pop', 'tropical house']",Hurts So Good,60lwJa695S26FsYbhCVFVa,60lwJa695S26FsYbhCVFVa,0,0.681,0.594,7,-4.986,0,0.0486,0.0777,0.0,0.0961,0.417,120.141,audio_features,60lwJa695S26FsYbhCVFVa,spotify:track:60lwJa695S26FsYbhCVFVa,https://api.spotify.com/v1/tracks/60lwJa695S26FsYbhCVFVa,https://api.spotify.com/v1/audio-analysis/60lwJa695S26FsYbhCVFVa,208729,4,2016
15,DJ Snake,78,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",Let Me Love You,4pdPtRcBmOSQDlJ3Fk945m,4pdPtRcBmOSQDlJ3Fk945m,1,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205947,4,2016
16,Free,59,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'symphonic rock']",Mr Big - Live At Sunderland / 1970,1SVgYVTU33vKxHFgnnrVms,1SVgYVTU33vKxHFgnnrVms,0,0.312,0.539,9,-9.938,1,0.068,0.00278,0.00244,0.687,0.61,73.585,audio_features,1SVgYVTU33vKxHFgnnrVms,spotify:track:1SVgYVTU33vKxHFgnnrVms,https://api.spotify.com/v1/tracks/1SVgYVTU33vKxHFgnnrVms,https://api.spotify.com/v1/audio-analysis/1SVgYVTU33vKxHFgnnrVms,326533,4,2016
17,Kanye West,91,"['chicago rap', 'rap']",Famous,3p6fkbeZDIVqapfdgQe6fm,3p6fkbeZDIVqapfdgQe6fm,0,0.469,0.754,6,-3.664,1,0.13,0.0679,0.0,0.106,0.421,174.068,audio_features,3p6fkbeZDIVqapfdgQe6fm,spotify:track:3p6fkbeZDIVqapfdgQe6fm,https://api.spotify.com/v1/tracks/3p6fkbeZDIVqapfdgQe6fm,https://api.spotify.com/v1/audio-analysis/3p6fkbeZDIVqapfdgQe6fm,196040,4,2016
18,Tove Styrke,54,"['dance pop', 'electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Borderline,3nVpsnFAnFx3BZiZL0vzPu,3nVpsnFAnFx3BZiZL0vzPu,54,0.577,0.922,8,-3.339,0,0.0445,0.000647,0.0,0.0984,0.679,142.037,audio_features,3nVpsnFAnFx3BZiZL0vzPu,spotify:track:3nVpsnFAnFx3BZiZL0vzPu,https://api.spotify.com/v1/tracks/3nVpsnFAnFx3BZiZL0vzPu,https://api.spotify.com/v1/audio-analysis/3nVpsnFAnFx3BZiZL0vzPu,204280,4,2016
19,Perfume Genius,56,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'electronica', 'electropop', 'experimental pop', 'indie pop', 'indie rock', 'seattle indie']",Queen,52WTLETEHs5jwCr7LCq0VW,52WTLETEHs5jwCr7LCq0VW,0,0.418,0.547,1,-4.932,1,0.0295,0.211,0.0443,0.187,0.13,131.99,audio_features,52WTLETEHs5jwCr7LCq0VW,spotify:track:52WTLETEHs5jwCr7LCq0VW,https://api.spotify.com/v1/tracks/52WTLETEHs5jwCr7LCq0VW,https://api.spotify.com/v1/audio-analysis/52WTLETEHs5jwCr7LCq0VW,230720,4,2016
20,Rae Sremmurd,74,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",No Type,6wb6zxkNTBtcYVkXcvNyJp,6wb6zxkNTBtcYVkXcvNyJp,0,0.885,0.479,6,-7.81,1,0.149,0.0138,3.18e-06,0.0925,0.237,125.077,audio_features,6wb6zxkNTBtcYVkXcvNyJp,spotify:track:6wb6zxkNTBtcYVkXcvNyJp,https://api.spotify.com/v1/tracks/6wb6zxkNTBtcYVkXcvNyJp,https://api.spotify.com/v1/audio-analysis/6wb6zxkNTBtcYVkXcvNyJp,200080,4,2016
21,Møme,54,"['new french touch', 'nice indie', 'tropical house']",Aloha,2UMZjhZWNxZezcZiZvyvsZ,2UMZjhZWNxZezcZiZvyvsZ,0,0.551,0.727,10,-5.903,0,0.201,0.221,3.43e-05,0.12,0.4,100.394,audio_features,2UMZjhZWNxZezcZiZvyvsZ,spotify:track:2UMZjhZWNxZezcZiZvyvsZ,https://api.spotify.com/v1/tracks/2UMZjhZWNxZezcZiZvyvsZ,https://api.spotify.com/v1/audio-analysis/2UMZjhZWNxZezcZiZvyvsZ,218400,4,2016
22,Placebo,67,"['alternative rock', 'britpop', 'permanent wave', 'pop rock', 'rock']",Meds,5fVTi3rIiLvsEVYp0cRvaI,5fVTi3rIiLvsEVYp0cRvaI,24,0.512,0.909,4,-4.643,0,0.104,0.0975,0.0002,0.0943,0.283,155.139,audio_features,5fVTi3rIiLvsEVYp0cRvaI,spotify:track:5fVTi3rIiLvsEVYp0cRvaI,https://api.spotify.com/v1/tracks/5fVTi3rIiLvsEVYp0cRvaI,https://api.spotify.com/v1/audio-analysis/5fVTi3rIiLvsEVYp0cRvaI,175387,4,2016
23,Manuel Riva,47,"['groove room', 'romanian electronic']",Mhm Mhm - Radio Edit,7sFOEyPRq7zuSbihYpitY0,7sFOEyPRq7zuSbihYpitY0,0,0.7,0.756,4,-6.533,0,0.0384,0.0918,0.113,0.15,0.105,120.01,audio_features,7sFOEyPRq7zuSbihYpitY0,spotify:track:7sFOEyPRq7zuSbihYpitY0,https://api.spotify.com/v1/tracks/7sFOEyPRq7zuSbihYpitY0,https://api.spotify.com/v1/audio-analysis/7sFOEyPRq7zuSbihYpitY0,218011,4,2016
24,Cats On Trees,50,"['french indie pop', 'french pop', 'nouvelle chanson francaise']",Sirens Call,37SkPS3d3LRjeFrPSCs6zQ,37SkPS3d3LRjeFrPSCs6zQ,0,0.514,0.675,2,-6.771,0,0.0273,0.472,1.61e-06,0.122,0.252,135.998,audio_features,37SkPS3d3LRjeFrPSCs6zQ,spotify:track:37SkPS3d3LRjeFrPSCs6zQ,https://api.spotify.com/v1/tracks/37SkPS3d3LRjeFrPSCs6zQ,https://api.spotify.com/v1/audio-analysis/37SkPS3d3LRjeFrPSCs6zQ,223947,4,2016
25,Stadiumx,49,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']",Howl At The Moon - Radio Edit,68G6yStcwiWWYSIJYcsmN7,68G6yStcwiWWYSIJYcsmN7,0,0.514,0.934,10,-3.201,0,0.0992,0.0525,0.00089,0.137,0.182,127.953,audio_features,68G6yStcwiWWYSIJYcsmN7,spotify:track:68G6yStcwiWWYSIJYcsmN7,https://api.spotify.com/v1/tracks/68G6yStcwiWWYSIJYcsmN7,https://api.spotify.com/v1/audio-analysis/68G6yStcwiWWYSIJYcsmN7,183750,4,2016
26,Milky Chance,73,['german pop'],Flashed Junk Mind,0vaqaxwsEL8IW1esEPHJp3,0vaqaxwsEL8IW1esEPHJp3,0,0.841,0.832,11,-8.77,1,0.0467,0.37,0.0492,0.108,0.925,117.988,audio_features,0vaqaxwsEL8IW1esEPHJp3,spotify:track:0vaqaxwsEL8IW1esEPHJp3,https://api.spotify.com/v1/tracks/0vaqaxwsEL8IW1esEPHJp3,https://api.spotify.com/v1/audio-analysis/0vaqaxwsEL8IW1esEPHJp3,264000,4,2016
27,Twenty One Pilots,81,"['modern rock', 'rock']",Heathens,6i0V12jOa3mr6uu4WYhUBr,6i0V12jOa3mr6uu4WYhUBr,82,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4,2016
28,Robin Schulz,82,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",Show Me Love,0aHOXu219Z4MqEKwiKsddl,0aHOXu219Z4MqEKwiKsddl,61,0.53,0.65,11,-6.251,0,0.03,0.0461,0.0,0.0974,0.316,123.972,audio_features,0aHOXu219Z4MqEKwiKsddl,spotify:track:0aHOXu219Z4MqEKwiKsddl,https://api.spotify.com/v1/tracks/0aHOXu219Z4MqEKwiKsddl,https://api.spotify.com/v1/audio-analysis/0aHOXu219Z4MqEKwiKsddl,255960,4,2016
29,Disclosure,74,"['edm', 'house', 'pop', 'uk dance']",You & Me - Flume Remix,25xmy1NPaAtbiaJaqktVKs,25xmy1NPaAtbiaJaqktVKs,0,0.577,0.388,10,-6.861,0,0.0266,0.39,0.000183,0.13,0.278,74.982,audio_features,25xmy1NPaAtbiaJaqktVKs,spotify:track:25xmy1NPaAtbiaJaqktVKs,https://api.spotify.com/v1/tracks/25xmy1NPaAtbiaJaqktVKs,https://api.spotify.com/v1/audio-analysis/25xmy1NPaAtbiaJaqktVKs,282813,4,2016
30,Brandon Flowers,53,['vegas indie'],Crossfire,0T8ibs120UwmNjAjaUg3XV,0T8ibs120UwmNjAjaUg3XV,0,0.571,0.686,6,-6.698,1,0.027,0.00403,0.00105,0.22,0.352,110.022,audio_features,0T8ibs120UwmNjAjaUg3XV,spotify:track:0T8ibs120UwmNjAjaUg3XV,https://api.spotify.com/v1/tracks/0T8ibs120UwmNjAjaUg3XV,https://api.spotify.com/v1/audio-analysis/0T8ibs120UwmNjAjaUg3XV,256133,4,2016
31,BANNERS,68,"['indie poptimism', 'pop', 'pop rock']",Shine A Light,0ytCr0BRergKfjMYayYycg,0ytCr0BRergKfjMYayYycg,0,0.32,0.801,0,-4.25,1,0.054,0.0354,2.48e-06,0.13,0.0991,194.784,audio_features,0ytCr0BRergKfjMYayYycg,spotify:track:0ytCr0BRergKfjMYayYycg,https://api.spotify.com/v1/tracks/0ytCr0BRergKfjMYayYycg,https://api.spotify.com/v1/audio-analysis/0ytCr0BRergKfjMYayYycg,225120,4,2016
32,The Tallest Man On Earth,55,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",The Dreamer,5oeNNiNSE0UBRzNSzx5SKZ,5oeNNiNSE0UBRzNSzx5SKZ,0,0.581,0.232,0,-9.343,1,0.0309,0.723,4.39e-05,0.111,0.349,84.861,audio_features,5oeNNiNSE0UBRzNSzx5SKZ,spotify:track:5oeNNiNSE0UBRzNSzx5SKZ,https://api.spotify.com/v1/tracks/5oeNNiNSE0UBRzNSzx5SKZ,https://api.spotify.com/v1/audio-analysis/5oeNNiNSE0UBRzNSzx5SKZ,245867,4,2016
33,Krewella,58,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'melodic dubstep', 'pop dance']",Enjoy the Ride,6UEJtAnGHnK5tVhoPHD6tU,6UEJtAnGHnK5tVhoPHD6tU,50,0.556,0.873,1,-1.145,1,0.164,0.237,2.63e-06,0.078,0.485,127.993,audio_features,6UEJtAnGHnK5tVhoPHD6tU,spotify:track:6UEJtAnGHnK5tVhoPHD6tU,https://api.spotify.com/v1/tracks/6UEJtAnGHnK5tVhoPHD6tU,https://api.spotify.com/v1/audio-analysis/6UEJtAnGHnK5tVhoPHD6tU,211693,4,2016
34,Tom Rosenthal,70,['british singer-songwriter'],A Thousand Years,2vvJwgLfugXLvBFYEXBwpa,2vvJwgLfugXLvBFYEXBwpa,0,0.336,0.0797,9,-16.565,0,0.036,0.982,0.0283,0.374,0.136,74.294,audio_features,2vvJwgLfugXLvBFYEXBwpa,spotify:track:2vvJwgLfugXLvBFYEXBwpa,https://api.spotify.com/v1/tracks/2vvJwgLfugXLvBFYEXBwpa,https://api.spotify.com/v1/audio-analysis/2vvJwgLfugXLvBFYEXBwpa,257998,4,2016
35,Sam Feldt,74,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Show Me Love - EDX Remix / Radio Edit,6PkzXU8dlwtfrwyTlUyVnv,6PkzXU8dlwtfrwyTlUyVnv,63,0.832,0.659,0,-5.831,1,0.0677,0.297,0.000811,0.0704,0.712,121.022,audio_features,6PkzXU8dlwtfrwyTlUyVnv,spotify:track:6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/tracks/6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/audio-analysis/6PkzXU8dlwtfrwyTlUyVnv,180336,4,2016
36,Twenty One Pilots,81,"['modern rock', 'rock']",House of Gold,36tghkPg1AO4HsAzo6YpPp,36tghkPg1AO4HsAzo6YpPp,71,0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,audio_features,36tghkPg1AO4HsAzo6YpPp,spotify:track:36tghkPg1AO4HsAzo6YpPp,https://api.spotify.com/v1/tracks/36tghkPg1AO4HsAzo6YpPp,https://api.spotify.com/v1/audio-analysis/36tghkPg1AO4HsAzo6YpPp,163880,4,2016
37,Kygo,81,"['edm', 'pop', 'pop dance', 'tropical house']",Stole the Show,4iZPNYqzI2L0uwuUKun7Aa,4iZPNYqzI2L0uwuUKun7Aa,18,0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879,audio_features,4iZPNYqzI2L0uwuUKun7Aa,spotify:track:4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/tracks/4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/audio-analysis/4iZPNYqzI2L0uwuUKun7Aa,222801,4,2016
38,Galantis,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",No Money,0gb1J5UrTpzaU1s3nupgCd,0gb1J5UrTpzaU1s3nupgCd,68,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,audio_features,0gb1J5UrTpzaU1s3nupgCd,spotify:track:0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/tracks/0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd,189127,4,2016
39,Vicetone,65,"['edm', 'electro house', 'gaming edm', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",I'm On Fire,43igNXZ6iv1VRE7CUwM0Nb,43igNXZ6iv1VRE7CUwM0Nb,0,0.561,0.897,8,-2.491,0,0.11,0.0665,0.00727,0.081,0.252,124.831,audio_features,43igNXZ6iv1VRE7CUwM0Nb,spotify:track:43igNXZ6iv1VRE7CUwM0Nb,https://api.spotify.com/v1/tracks/43igNXZ6iv1VRE7CUwM0Nb,https://api.spotify.com/v1/audio-analysis/43igNXZ6iv1VRE7CUwM0Nb,163521,4,2016
40,The Chocolate Watchband,33,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']",It's All Ove Now Baby Blue,3tmXhzbysiMVdxwdMvcMJN,3tmXhzbysiMVdxwdMvcMJN,0,0.561,0.691,2,-7.345,1,0.0304,0.00119,0.000102,0.962,0.459,114.717,audio_features,3tmXhzbysiMVdxwdMvcMJN,spotify:track:3tmXhzbysiMVdxwdMvcMJN,https://api.spotify.com/v1/tracks/3tmXhzbysiMVdxwdMvcMJN,https://api.spotify.com/v1/audio-analysis/3tmXhzbysiMVdxwdMvcMJN,182213,4,2016
41,Milky Chance,73,['german pop'],Down By The River,6gsoy4qk6FpblqwToRflpH,6gsoy4qk6FpblqwToRflpH,0,0.67,0.702,9,-7.941,1,0.0516,0.732,2.8e-05,0.107,0.462,113.995,audio_features,6gsoy4qk6FpblqwToRflpH,spotify:track:6gsoy4qk6FpblqwToRflpH,https://api.spotify.com/v1/tracks/6gsoy4qk6FpblqwToRflpH,https://api.spotify.com/v1/audio-analysis/6gsoy4qk6FpblqwToRflpH,243053,4,2016
42,Calvin Harris,85,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,7MmG8p0F9N3C4AXdK6o6Eb,81,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,audio_features,7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,227267,4,2016
43,Axwell /\ Ingrosso,66,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Sun Is Shining,1Gzv0cMy3xm7sgN5gd7WkU,1Gzv0cMy3xm7sgN5gd7WkU,0,0.474,0.756,2,-2.973,1,0.0518,0.0747,0.0,0.0693,0.413,131.84,audio_features,1Gzv0cMy3xm7sgN5gd7WkU,spotify:track:1Gzv0cMy3xm7sgN5gd7WkU,https://api.spotify.com/v1/tracks/1Gzv0cMy3xm7sgN5gd7WkU,https://api.spotify.com/v1/audio-analysis/1Gzv0cMy3xm7sgN5gd7WkU,255066,4,2016
44,Adam Lambert,63,"['dance pop', 'idol', 'post-teen pop']",Ghost Town,44aN5xKL3kGHvQ5bXVk6B8,44aN5xKL3kGHvQ5bXVk6B8,66,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,audio_features,44aN5xKL3kGHvQ5bXVk6B8,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,https://api.spotify.com/v1/tracks/44aN5xKL3kGHvQ5bXVk6B8,https://api.spotify.com/v1/audio-analysis/44aN5xKL3kGHvQ5bXVk6B8,208330,4,2016
45,Elephanz,50,"['french indie pop', 'french indietronica', 'nantes indie', 'new french touch']",Time for a Change,3j5sV9bJ9ShM1iN16o2Zlp,3j5sV9bJ9ShM1iN16o2Zlp,0,0.612,0.952,0,-3.934,0,0.0841,0.00276,0.0,0.272,0.666,118.958,audio_features,3j5sV9bJ9ShM1iN16o2Zlp,spotify:track:3j5sV9bJ9ShM1iN16o2Zlp,https://api.spotify.com/v1/tracks/3j5sV9bJ9ShM1iN16o2Zlp,https://api.spotify.com/v1/audio-analysis/3j5sV9bJ9ShM1iN16o2Zlp,225631,4,2016
46,M83,72,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",Lower Your Eyelids to Die with the Sun,6Ri37GMx2T5SQApFbwA62S,6Ri37GMx2T5SQApFbwA62S,0,0.17,0.4,1,-7.579,1,0.0386,0.354,0.195,0.0988,0.0342,120.354,audio_features,6Ri37GMx2T5SQApFbwA62S,spotify:track:6Ri37GMx2T5SQApFbwA62S,https://api.spotify.com/v1/tracks/6Ri37GMx2T5SQApFbwA62S,https://api.spotify.com/v1/audio-analysis/6Ri37GMx2T5SQApFbwA62S,637333,4,2016
47,Sunrise Avenue,56,"['finnish pop', 'german pop']",Fairytale Gone Bad,38LgksKBjt5aes7nlOXPIL,38LgksKBjt5aes7nlOXPIL,58,0.681,0.574,10,-6.889,0,0.0456,0.0861,0.0,0.0912,0.44,138.022,audio_features,38LgksKBjt5aes7nlOXPIL,spotify:track:38LgksKBjt5aes7nlOXPIL,https://api.spotify.com/v1/tracks/38LgksKBjt5aes7nlOXPIL,https://api.spotify.com/v1/audio-analysis/38LgksKBjt5aes7nlOXPIL,213133,4,2016
